batch,article_id,paragraph_id,level,list,has_preview,IA_ID,IA_LABEL
2,8,6,Adv,47,1,32,post-genocide
2,8,6,Adv,47,1,95,film-editing
2,8,6,Adv,49,0,16,film-makers.
2,8,6,Adv,49,0,32,post-genocide
2,8,6,Adv,49,0,95,film-editing
2,8,6,Adv,49,1,16,film-makers.
2,8,6,Adv,49,1,32,post-genocide
2,8,6,Adv,49,1,95,film-editing
2,8,6,Adv,51,0,16,film-makers.
2,8,6,Adv,51,0,32,post-genocide
2,8,6,Adv,51,0,95,film-editing
2,8,6,Adv,51,1,16,film-makers.
2,8,6,Adv,51,1,32,post-genocide
2,8,6,Adv,51,1,95,film-editing
2,8,6,Adv,53,0,16,film-makers.
2,8,6,Adv,53,0,32,post-genocide
2,8,6,Adv,53,0,95,film-editing
2,8,6,Adv,53,1,16,film-makers.
2,8,6,Adv,53,1,32,post-genocide
2,8,6,Adv,53,1,95,film-editing
2,8,6,Adv,55,0,16,film-makers.
2,8,6,Adv,55,0,32,post-genocide
2,8,6,Adv,55,0,95,film-editing
2,8,6,Adv,55,1,16,film-makers.
2,8,6,Adv,55,1,32,post-genocide
2,8,6,Adv,55,1,95,film-editing
2,8,6,Adv,57,0,16,film-makers.
2,8,6,Adv,57,0,32,post-genocide
2,8,6,Adv,57,0,95,film-editing
2,8,6,Adv,57,1,16,film-makers.
2,8,6,Adv,57,1,32,post-genocide
2,8,6,Adv,57,1,95,film-editing
2,8,6,Adv,59,0,16,film-makers.
2,8,6,Adv,59,0,32,post-genocide
2,8,6,Adv,59,0,95,film-editing
2,8,6,Adv,59,1,16,film-makers.
2,8,6,Adv,59,1,32,post-genocide
2,8,6,Adv,59,1,95,film-editing
2,10,2,Adv,1,0,17,deep-fried
2,10,2,Adv,1,1,17,deep-fried
2,10,2,Adv,3,0,17,deep-fried
2,10,2,Adv,3,1,17,deep-fried
2,10,2,Adv,5,0,17,deep-fried
2,10,2,Adv,5,1,17,deep-fried
2,10,2,Adv,7,0,17,deep-fried
2,10,2,Adv,7,1,17,deep-fried
2,10,2,Adv,9,0,17,deep-fried
2,10,2,Adv,9,1,17,deep-fried
2,10,2,Adv,11,0,17,deep-fried
2,10,2,Adv,11,1,17,deep-fried
2,10,2,Adv,13,0,17,deep-fried
2,10,2,Adv,13,1,17,deep-fried
2,10,2,Adv,15,0,17,deep-fried
2,10,2,Adv,15,1,17,deep-fried
2,10,2,Adv,17,0,17,deep-fried
2,10,2,Adv,19,0,17,deep-fried
2,10,2,Adv,19,1,17,deep-fried
2,10,2,Adv,21,0,17,deep-fried
2,10,2,Adv,21,1,17,deep-fried
2,10,2,Adv,23,0,17,deep-fried
2,10,2,Adv,23,1,17,deep-fried
2,10,2,Adv,25,0,17,deep-fried
2,10,2,Adv,25,1,17,deep-fried
2,10,2,Adv,27,0,17,deep-fried
2,10,2,Adv,27,1,17,deep-fried
2,10,2,Adv,29,0,17,deep-fried
2,10,2,Adv,29,1,17,deep-fried
2,10,2,Adv,31,0,17,deep-fried
2,10,2,Adv,31,1,17,deep-fried
2,10,2,Adv,33,0,17,deep-fried
2,10,2,Adv,33,1,17,deep-fried
2,10,2,Adv,35,0,17,deep-fried
2,10,2,Adv,35,1,17,deep-fried
2,10,2,Adv,37,0,17,deep-fried
2,10,2,Adv,37,1,17,deep-fried
2,10,2,Adv,39,0,17,deep-fried
2,10,2,Adv,39,1,17,deep-fried
2,10,2,Adv,41,0,17,deep-fried
2,10,2,Adv,41,1,17,deep-fried
2,10,2,Adv,43,0,17,deep-fried
2,10,2,Adv,43,1,17,deep-fried
2,10,2,Adv,45,0,17,deep-fried
2,10,2,Adv,45,1,17,deep-fried
2,10,2,Adv,47,0,17,deep-fried
2,10,2,Adv,47,1,17,deep-fried
2,10,2,Adv,55,0,17,deep-fried
3,1,3,Adv,29,0,109,el-Haite
3,1,3,Adv,35,0,109,el-Haite
3,1,3,Adv,35,1,114,el-Haite
3,1,3,Adv,37,0,109,el-Haite
3,1,3,Adv,37,1,119,el-Haite
3,1,3,Adv,39,0,109,el-Haite
3,1,3,Adv,41,0,109,el-Haite
3,1,3,Adv,41,1,114,el-Haite
3,1,3,Adv,43,0,109,el-Haite
3,1,3,Adv,43,1,119,el-Haite
3,1,3,Adv,45,0,109,el-Haite
3,1,3,Adv,45,1,114,el-Haite
3,1,3,Adv,47,0,109,el-Haite
3,1,3,Adv,47,1,114,el-Haite
3,1,3,Adv,49,0,109,el-Haite
3,1,3,Adv,51,0,109,el-Haite
3,1,3,Adv,51,1,114,el-Haite
3,1,3,Adv,53,0,109,el-Haite
3,1,3,Adv,53,1,114,el-Haite
3,1,3,Adv,55,0,109,el-Haite
3,1,3,Adv,55,1,119,el-Haite
3,1,3,Adv,57,0,109,el-Haite
3,1,3,Adv,57,1,114,el-Haite
3,3,4,Adv,29,0,92,100-seat
3,3,4,Adv,35,0,92,100-seat
3,3,4,Adv,35,1,96,100-seat
3,3,4,Adv,37,0,92,100-seat
3,3,4,Adv,37,1,99,100-seat
3,3,4,Adv,39,0,92,100-seat
3,3,4,Adv,41,0,92,100-seat
3,3,4,Adv,41,1,96,100-seat
3,3,4,Adv,43,0,92,100-seat
3,3,4,Adv,43,1,99,100-seat
3,3,4,Adv,45,0,92,100-seat
3,3,4,Adv,45,1,100,100-seat
3,3,4,Adv,47,0,92,100-seat
3,3,4,Adv,47,1,96,100-seat
3,3,4,Adv,49,0,92,100-seat
3,3,4,Adv,51,0,92,100-seat
3,3,4,Adv,51,1,100,100-seat
3,3,4,Adv,53,0,92,100-seat
3,3,4,Adv,53,1,96,100-seat
3,3,4,Adv,55,0,92,100-seat
3,3,4,Adv,55,1,99,100-seat
3,3,4,Adv,57,0,92,100-seat
3,3,4,Adv,57,1,100,100-seat
3,6,3,Adv,1,0,65,e-bicycles
3,6,3,Adv,1,1,65,e-bicycles
3,6,3,Adv,3,0,65,e-bicycles
3,6,3,Adv,3,1,65,e-bicycles
3,6,3,Adv,5,0,65,e-bicycles
3,6,3,Adv,5,1,65,e-bicycles
3,6,3,Adv,7,0,65,e-bicycles
3,6,3,Adv,7,1,65,e-bicycles
3,6,3,Adv,9,0,65,e-bicycles
3,6,3,Adv,9,1,65,e-bicycles
3,6,3,Adv,11,0,65,e-bicycles
3,6,3,Adv,11,1,65,e-bicycles
3,6,3,Adv,13,0,65,e-bicycles
3,6,3,Adv,13,1,65,e-bicycles
3,6,3,Adv,15,0,65,e-bicycles
3,6,3,Adv,15,1,65,e-bicycles
3,6,3,Adv,17,0,65,e-bicycles
3,6,3,Adv,17,1,65,e-bicycles
3,6,3,Adv,19,0,65,e-bicycles
3,6,3,Adv,19,1,65,e-bicycles
3,6,3,Adv,21,0,65,e-bicycles
3,6,3,Adv,21,1,65,e-bicycles
3,6,3,Adv,23,0,65,e-bicycles
3,6,3,Adv,23,1,65,e-bicycles
3,6,3,Adv,25,0,65,e-bicycles
3,6,3,Adv,25,1,65,e-bicycles
3,6,3,Adv,27,0,65,e-bicycles
3,6,3,Adv,27,1,65,e-bicycles
3,6,3,Adv,29,1,65,e-bicycles
3,6,3,Adv,31,0,65,e-bicycles
3,6,3,Adv,31,1,65,e-bicycles
3,6,3,Adv,33,0,65,e-bicycles
3,6,3,Adv,33,1,65,e-bicycles
3,6,3,Adv,39,1,65,e-bicycles
3,6,3,Adv,49,1,65,e-bicycles
3,6,3,Adv,59,0,65,e-bicycles
3,6,3,Adv,59,1,65,e-bicycles
3,7,4,Adv,1,0,49,French-Canadian
3,7,4,Adv,1,1,49,French-Canadian
3,7,4,Adv,3,0,49,French-Canadian
3,7,4,Adv,3,1,49,French-Canadian
3,7,4,Adv,5,0,49,French-Canadian
3,7,4,Adv,5,1,49,French-Canadian
3,7,4,Adv,7,0,49,French-Canadian
3,7,4,Adv,7,1,49,French-Canadian
3,7,4,Adv,9,0,49,French-Canadian
3,7,4,Adv,9,1,49,French-Canadian
3,7,4,Adv,11,0,49,French-Canadian
3,7,4,Adv,11,1,49,French-Canadian
3,7,4,Adv,13,0,49,French-Canadian
3,7,4,Adv,13,1,49,French-Canadian
3,7,4,Adv,15,0,49,French-Canadian
3,7,4,Adv,15,1,49,French-Canadian
3,7,4,Adv,17,0,49,French-Canadian
3,7,4,Adv,17,1,49,French-Canadian
3,7,4,Adv,19,0,49,French-Canadian
3,7,4,Adv,19,1,49,French-Canadian
3,7,4,Adv,21,0,49,French-Canadian
3,7,4,Adv,21,1,49,French-Canadian
3,7,4,Adv,23,0,49,French-Canadian
3,7,4,Adv,23,1,49,French-Canadian
3,7,4,Adv,25,0,49,French-Canadian
3,7,4,Adv,25,1,49,French-Canadian
3,7,4,Adv,27,0,49,French-Canadian
3,7,4,Adv,27,1,49,French-Canadian
3,7,4,Adv,29,1,49,French-Canadian
3,7,4,Adv,31,0,49,French-Canadian
3,7,4,Adv,31,1,49,French-Canadian
3,7,4,Adv,33,0,49,French-Canadian
3,7,4,Adv,33,1,49,French-Canadian
3,7,4,Adv,39,1,49,French-Canadian
3,7,4,Adv,49,1,49,French-Canadian
3,7,4,Adv,59,0,49,French-Canadian
3,7,4,Adv,59,1,49,French-Canadian
3,7,5,Adv,1,0,19,brand-new
3,7,5,Adv,1,1,19,brand-new
3,7,5,Adv,3,0,19,brand-new
3,7,5,Adv,3,1,19,brand-new
3,7,5,Adv,5,0,19,brand-new
3,7,5,Adv,5,1,19,brand-new
3,7,5,Adv,7,0,19,brand-new
3,7,5,Adv,7,1,19,brand-new
3,7,5,Adv,9,0,19,brand-new
3,7,5,Adv,9,1,19,brand-new
3,7,5,Adv,11,0,19,brand-new
3,7,5,Adv,11,1,19,brand-new
3,7,5,Adv,13,0,19,brand-new
3,7,5,Adv,13,1,19,brand-new
3,7,5,Adv,15,0,19,brand-new
3,7,5,Adv,15,1,19,brand-new
3,7,5,Adv,17,0,19,brand-new
3,7,5,Adv,17,1,19,brand-new
3,7,5,Adv,19,0,19,brand-new
3,7,5,Adv,19,1,19,brand-new
3,7,5,Adv,21,0,19,brand-new
3,7,5,Adv,21,1,19,brand-new
3,7,5,Adv,23,0,19,brand-new
3,7,5,Adv,23,1,19,brand-new
3,7,5,Adv,25,0,19,brand-new
3,7,5,Adv,25,1,19,brand-new
3,7,5,Adv,27,0,19,brand-new
3,7,5,Adv,27,1,19,brand-new
3,7,5,Adv,29,1,19,brand-new
3,7,5,Adv,31,0,19,brand-new
3,7,5,Adv,31,1,19,brand-new
3,7,5,Adv,33,0,19,brand-new
3,7,5,Adv,33,1,19,brand-new
3,7,5,Adv,39,1,19,brand-new
3,7,5,Adv,49,1,19,brand-new
3,7,5,Adv,59,0,19,brand-new
3,7,5,Adv,59,1,19,brand-new
3,9,1,Ele,1,0,54,three-square-meter
3,9,1,Ele,1,1,54,three-square-meter
3,9,1,Adv,2,0,68,three-square-meter
3,9,1,Adv,2,1,68,three-square-meter
3,9,1,Ele,3,0,54,three-square-meter
3,9,1,Ele,3,1,54,three-square-meter
3,9,1,Adv,4,0,68,three-square-meter
3,9,1,Adv,4,1,68,three-square-meter
3,9,1,Ele,5,0,54,three-square-meter
3,9,1,Ele,5,1,54,three-square-meter
3,9,1,Adv,6,0,68,three-square-meter
3,9,1,Adv,6,1,68,three-square-meter
3,9,1,Ele,7,0,54,three-square-meter
3,9,1,Ele,7,1,54,three-square-meter
3,9,1,Adv,8,0,68,three-square-meter
3,9,1,Adv,8,1,68,three-square-meter
3,9,1,Ele,9,0,54,three-square-meter
3,9,1,Ele,9,1,54,three-square-meter
3,9,1,Adv,10,0,68,three-square-meter
3,9,1,Adv,10,1,68,three-square-meter
3,9,1,Ele,11,0,54,three-square-meter
3,9,1,Ele,11,1,54,three-square-meter
3,9,1,Adv,12,0,68,three-square-meter
3,9,1,Adv,12,1,68,three-square-meter
3,9,1,Ele,13,0,54,three-square-meter
3,9,1,Ele,13,1,54,three-square-meter
3,9,1,Adv,14,0,68,three-square-meter
3,9,1,Adv,14,1,68,three-square-meter
3,9,1,Ele,15,0,54,three-square-meter
3,9,1,Ele,15,1,54,three-square-meter
3,9,1,Adv,16,0,68,three-square-meter
3,9,1,Adv,16,1,68,three-square-meter
3,9,1,Ele,17,0,54,three-square-meter
3,9,1,Ele,17,1,54,three-square-meter
3,9,1,Adv,18,0,77,three-square-meter
3,9,1,Adv,18,1,68,three-square-meter
3,9,1,Ele,19,0,54,three-square-meter
3,9,1,Ele,19,1,54,three-square-meter
3,9,1,Adv,20,0,68,three-square-meter
3,9,1,Adv,20,1,68,three-square-meter
3,9,1,Ele,21,0,54,three-square-meter
3,9,1,Ele,21,1,54,three-square-meter
3,9,1,Adv,22,0,68,three-square-meter
3,9,1,Adv,22,1,68,three-square-meter
3,9,1,Ele,23,0,54,three-square-meter
3,9,1,Ele,23,1,54,three-square-meter
3,9,1,Adv,24,0,68,three-square-meter
3,9,1,Adv,24,1,68,three-square-meter
3,9,1,Ele,25,0,54,three-square-meter
3,9,1,Ele,25,1,54,three-square-meter
3,9,1,Adv,26,0,68,three-square-meter
3,9,1,Adv,26,1,68,three-square-meter
3,9,1,Ele,27,0,54,three-square-meter
3,9,1,Ele,27,1,54,three-square-meter
3,9,1,Adv,28,0,68,three-square-meter
3,9,1,Adv,28,1,68,three-square-meter
3,9,1,Ele,29,0,63,three-square-meter
3,9,1,Ele,29,1,54,three-square-meter
3,9,1,Adv,30,0,68,three-square-meter
3,9,1,Adv,30,1,68,three-square-meter
3,9,1,Ele,31,0,54,three-square-meter
3,9,1,Ele,31,1,54,three-square-meter
3,9,1,Adv,32,0,68,three-square-meter
3,9,1,Adv,32,1,68,three-square-meter
3,9,1,Ele,33,0,54,three-square-meter
3,9,1,Ele,33,1,54,three-square-meter
3,9,1,Adv,34,0,77,three-square-meter
3,9,1,Adv,34,1,83,three-square-meter
3,9,1,Ele,35,0,63,three-square-meter
3,9,1,Ele,35,1,69,three-square-meter
3,9,1,Adv,36,0,77,three-square-meter
3,9,1,Adv,36,1,85,three-square-meter
3,9,1,Ele,37,0,63,three-square-meter
3,9,1,Ele,37,1,71,three-square-meter
3,9,1,Adv,38,0,77,three-square-meter
3,9,1,Adv,38,1,84,three-square-meter
3,9,1,Ele,39,0,63,three-square-meter
3,9,1,Ele,39,1,54,three-square-meter
3,9,1,Adv,40,0,77,three-square-meter
3,9,1,Adv,40,1,83,three-square-meter
3,9,1,Ele,41,0,63,three-square-meter
3,9,1,Ele,41,1,69,three-square-meter
3,9,1,Adv,42,0,77,three-square-meter
3,9,1,Adv,42,1,68,three-square-meter
3,9,1,Ele,43,0,63,three-square-meter
3,9,1,Ele,43,1,71,three-square-meter
3,9,1,Adv,44,0,77,three-square-meter
3,9,1,Adv,44,1,84,three-square-meter
3,9,1,Ele,45,0,63,three-square-meter
3,9,1,Ele,45,1,70,three-square-meter
3,9,1,Adv,46,0,68,three-square-meter
3,9,1,Adv,46,1,83,three-square-meter
3,9,1,Ele,47,0,63,three-square-meter
3,9,1,Ele,47,1,69,three-square-meter
3,9,1,Adv,48,0,77,three-square-meter
3,9,1,Adv,48,1,85,three-square-meter
3,9,1,Ele,49,0,63,three-square-meter
3,9,1,Ele,49,1,54,three-square-meter
3,9,1,Adv,50,0,77,three-square-meter
3,9,1,Adv,50,1,84,three-square-meter
3,9,1,Ele,51,0,63,three-square-meter
3,9,1,Ele,51,1,70,three-square-meter
3,9,1,Adv,52,0,77,three-square-meter
3,9,1,Adv,52,1,83,three-square-meter
3,9,1,Ele,53,0,63,three-square-meter
3,9,1,Ele,53,1,69,three-square-meter
3,9,1,Adv,54,0,68,three-square-meter
3,9,1,Adv,54,1,85,three-square-meter
3,9,1,Ele,55,0,63,three-square-meter
3,9,1,Ele,55,1,71,three-square-meter
3,9,1,Adv,56,0,77,three-square-meter
3,9,1,Adv,56,1,68,three-square-meter
3,9,1,Ele,57,0,63,three-square-meter
3,9,1,Ele,57,1,70,three-square-meter
3,9,1,Adv,58,0,77,three-square-meter
3,9,1,Adv,58,1,83,three-square-meter
3,9,1,Ele,59,0,54,three-square-meter
3,9,1,Ele,59,1,54,three-square-meter
3,9,1,Adv,60,0,68,three-square-meter
3,9,1,Adv,60,1,85,three-square-meter
3,9,3,Adv,18,0,87,Seven-year-old
3,9,3,Ele,29,0,31,al-Mamun.
3,9,3,Adv,34,0,87,Seven-year-old
3,9,3,Adv,34,1,92,Seven-year-old
3,9,3,Ele,35,0,31,al-Mamun.
3,9,3,Ele,35,1,36,al-Mamun.
3,9,3,Adv,36,0,87,Seven-year-old
3,9,3,Adv,36,1,97,Seven-year-old
3,9,3,Ele,37,0,31,al-Mamun.
3,9,3,Ele,37,1,41,al-Mamun.
3,9,3,Adv,38,0,87,Seven-year-old
3,9,3,Adv,38,1,102,Seven-year-old
3,9,3,Ele,39,0,31,al-Mamun.
3,9,3,Adv,40,0,87,Seven-year-old
3,9,3,Adv,40,1,92,Seven-year-old
3,9,3,Ele,41,0,31,al-Mamun.
3,9,3,Ele,41,1,36,al-Mamun.
3,9,3,Adv,42,0,87,Seven-year-old
3,9,3,Ele,43,0,31,al-Mamun.
3,9,3,Ele,43,1,41,al-Mamun.
3,9,3,Adv,44,0,87,Seven-year-old
3,9,3,Adv,44,1,102,Seven-year-old
3,9,3,Ele,45,0,31,al-Mamun.
3,9,3,Ele,45,1,46,al-Mamun.
3,9,3,Adv,46,0,87,Seven-year-old
3,9,3,Adv,46,1,92,Seven-year-old
3,9,3,Ele,47,0,31,al-Mamun.
3,9,3,Ele,47,1,36,al-Mamun.
3,9,3,Adv,48,0,87,Seven-year-old
3,9,3,Adv,48,1,97,Seven-year-old
3,9,3,Ele,49,0,31,al-Mamun.
3,9,3,Adv,50,0,87,Seven-year-old
3,9,3,Adv,50,1,102,Seven-year-old
3,9,3,Ele,51,0,31,al-Mamun.
3,9,3,Ele,51,1,46,al-Mamun.
3,9,3,Adv,52,0,87,Seven-year-old
3,9,3,Adv,52,1,92,Seven-year-old
3,9,3,Ele,53,0,31,al-Mamun.
3,9,3,Ele,53,1,36,al-Mamun.
3,9,3,Adv,54,1,97,Seven-year-old
3,9,3,Ele,55,0,31,al-Mamun.
3,9,3,Ele,55,1,41,al-Mamun.
3,9,3,Adv,56,0,87,Seven-year-old
3,9,3,Ele,57,0,31,al-Mamun.
3,9,3,Ele,57,1,46,al-Mamun.
3,9,3,Adv,58,0,87,Seven-year-old
3,9,3,Adv,58,1,92,Seven-year-old
3,9,3,Adv,60,1,97,Seven-year-old
3,10,5,Ele,1,0,83,"open-minded,"
3,10,5,Ele,1,1,83,"open-minded,"
3,10,5,Ele,3,0,83,"open-minded,"
3,10,5,Ele,3,1,83,"open-minded,"
3,10,5,Ele,5,0,83,"open-minded,"
3,10,5,Ele,5,1,83,"open-minded,"
3,10,5,Ele,7,0,83,"open-minded,"
3,10,5,Ele,7,1,83,"open-minded,"
3,10,5,Ele,9,0,83,"open-minded,"
3,10,5,Ele,9,1,83,"open-minded,"
3,10,5,Ele,11,0,83,"open-minded,"
3,10,5,Ele,11,1,83,"open-minded,"
3,10,5,Ele,13,0,83,"open-minded,"
3,10,5,Ele,13,1,83,"open-minded,"
3,10,5,Ele,15,0,83,"open-minded,"
3,10,5,Ele,15,1,83,"open-minded,"
3,10,5,Ele,17,0,83,"open-minded,"
3,10,5,Ele,17,1,83,"open-minded,"
3,10,5,Ele,19,0,83,"open-minded,"
3,10,5,Ele,19,1,83,"open-minded,"
3,10,5,Ele,21,0,83,"open-minded,"
3,10,5,Ele,21,1,83,"open-minded,"
3,10,5,Ele,23,0,83,"open-minded,"
3,10,5,Ele,23,1,83,"open-minded,"
3,10,5,Ele,25,0,83,"open-minded,"
3,10,5,Ele,25,1,83,"open-minded,"
3,10,5,Ele,27,0,83,"open-minded,"
3,10,5,Ele,27,1,83,"open-minded,"
3,10,5,Ele,29,0,83,"open-minded,"
3,10,5,Ele,29,1,83,"open-minded,"
3,10,5,Ele,31,0,83,"open-minded,"
3,10,5,Ele,31,1,83,"open-minded,"
3,10,5,Ele,33,0,83,"open-minded,"
3,10,5,Ele,33,1,83,"open-minded,"
3,10,5,Ele,35,0,83,"open-minded,"
3,10,5,Ele,35,1,94,"open-minded,"
3,10,5,Ele,37,0,83,"open-minded,"
3,10,5,Ele,37,1,95,"open-minded,"
3,10,5,Ele,39,0,83,"open-minded,"
3,10,5,Ele,39,1,83,"open-minded,"
3,10,5,Ele,41,0,83,"open-minded,"
3,10,5,Ele,41,1,94,"open-minded,"
3,10,5,Ele,43,0,83,"open-minded,"
3,10,5,Ele,43,1,95,"open-minded,"
3,10,5,Ele,45,0,83,"open-minded,"
3,10,5,Ele,45,1,94,"open-minded,"
3,10,5,Ele,47,0,83,"open-minded,"
3,10,5,Ele,47,1,94,"open-minded,"
3,10,5,Ele,49,0,83,"open-minded,"
3,10,5,Ele,49,1,83,"open-minded,"
3,10,5,Ele,51,0,83,"open-minded,"
3,10,5,Ele,51,1,94,"open-minded,"
3,10,5,Ele,53,0,83,"open-minded,"
3,10,5,Ele,53,1,94,"open-minded,"
3,10,5,Ele,55,0,83,"open-minded,"
3,10,5,Ele,55,1,95,"open-minded,"
3,10,5,Ele,57,0,83,"open-minded,"
3,10,5,Ele,57,1,94,"open-minded,"
3,10,5,Ele,59,0,83,"open-minded,"
3,10,5,Ele,59,1,83,"open-minded,"
